ip,ip_risk,is_known_bad
10.120.76.232,0.6196097581821107,0
10.156.121.189,0.11879016191991992,0
10.90.176.39,0.40815310131292215,0
10.34.101.138,0.4897344394126733,0
10.0.27.88,0.2474606394760955,0
10.152.52.208,0.27409112368225835,0
10.118.250.132,0.0,0
10.166.98.54,0.10676722736547067,0
10.192.196.116,0.4314015248659992,0
10.191.63.15,0.26213581940741354,0
10.66.243.215,0.3234682882887364,0
10.68.130.119,0.2766315159366102,0
10.24.98.241,0.6884007888592862,0
10.138.251.61,0.1638960337622798,0
10.194.185.54,0.571082008597262,0
10.234.55.70,0.2767006444413465,0
10.144.130.167,0.5888397949161597,0
10.80.241.37,0.005004382148369929,0
10.54.182.144,0.28693044152617214,0
10.242.157.142,0.17126264321530602,0
10.129.39.135,0.2778944671700079,0
10.132.193.88,0.49447525253322566,0
10.243.194.80,0.3257619210715891,0
10.155.192.42,0.4940765380053876,0
10.219.239.162,0.11595578134521092,0
10.63.142.144,0.08543310849525676,0
10.148.66.103,0.2532210146274532,0
10.17.78.27,0.24226956432178293,0
10.57.255.33,0.21282812623516145,0
10.191.50.140,0.05827365486586289,0
10.199.217.134,0.4897303179703777,0
10.255.83.117,0.17743255987330248,0
10.70.57.140,0.5352156244425363,0
10.101.77.228,0.25254867304081163,0
10.202.204.152,0.3796857861628089,0
10.101.239.156,0.36154192859273654,0
10.11.234.132,0.08514505192982952,0
10.76.37.169,0.32344058431049777,0
10.240.57.3,0.6356665888934212,0
10.88.37.136,0.30032245062007135,0
10.61.146.191,0.430255347911935,0
10.175.8.20,0.3886543689184371,0
10.87.38.184,0.3114099316729974,0
10.12.181.238,0.2872957435449493,0
10.7.239.245,0.3594631118242601,0
10.70.47.40,0.4026565092951226,0
10.101.255.46,0.0,0
10.181.111.210,0.299460577819291,0
10.252.86.55,0.21318442385053657,0
10.118.5.45,0.17169463126965828,0
10.117.219.75,0.5091928758057147,0
10.120.216.191,0.10337075038722932,0
10.117.205.74,0.0,0
10.215.223.137,0.4091432450771709,0
10.117.5.69,0.0,0
10.69.13.72,0.0,0
10.118.130.140,0.4316535379979931,0
10.229.76.80,0.28174445011249766,0
10.250.225.12,0.3445439254737552,0
10.121.59.74,0.16151448504407556,0
10.22.18.40,0.0,0
10.195.140.42,0.012842557276466493,0
10.131.241.197,0.19556222011374325,0
10.29.84.147,0.0,0
10.69.67.143,0.31141058140913064,0
10.228.19.70,0.1575084123931162,0
10.60.60.81,0.2870072094730611,0
10.255.189.158,0.28102962564528616,0
10.252.241.151,0.3273599108849054,0
10.148.43.106,0.3498965054577997,0
10.26.237.41,0.18121988184415097,0
10.219.127.80,0.2867938533267661,0
10.0.4.98,0.2972016256840349,0
10.91.222.112,0.0,0
10.246.116.16,0.37930514917189806,0
10.104.11.83,0.27998843924405026,0
10.68.103.23,0.36280977304871415,0
10.192.229.75,0.0,0
10.217.175.19,0.18684536496752133,0
10.201.0.180,0.03169410868688391,0
10.72.225.222,0.39892027524257506,0
10.13.20.1,0.0,0
10.225.83.19,0.06426904361553581,0
10.92.115.215,0.3568628256543962,0
10.131.207.139,0.12412509354455042,0
10.155.74.66,0.06432186864218825,0
10.248.149.4,0.4313438859080366,0
10.40.211.187,0.4395423513183736,0
10.101.228.105,0.3944142385081997,0
10.155.139.176,0.41974193478805866,0
10.147.238.81,0.20368414421238873,0
10.43.176.190,0.20908140507267692,0
10.75.105.87,0.12038374429327947,0
10.209.165.237,0.28354583354319546,0
10.166.46.60,0.14442033453483039,0
10.201.38.185,0.16338675881460457,0
10.230.127.124,0.36998008679658,0
10.209.29.176,0.486907849102876,0
10.2.53.6,0.329652050854019,0
10.57.30.132,0.6088631730485137,0
10.141.15.235,0.10889688559345037,0
10.157.222.181,0.0,0
10.249.42.186,0.39292557791791083,0
10.202.21.234,0.09563328947065372,0
10.151.67.104,0.19526155164492728,0
10.112.108.50,0.0,0
10.140.168.37,0.07015795053083473,0
10.85.57.43,0.0,0
10.227.126.152,0.16313934731593926,0
10.151.113.81,0.17108970122341,0
10.204.219.243,0.2679920823096418,0
10.222.3.17,0.4979445928710351,0
10.11.231.56,0.3853812529795637,0
10.160.199.136,0.0,0
10.93.139.117,0.3716030871225713,0
10.205.58.150,0.2723509394882919,1
10.149.234.21,0.2304347135927804,0
10.89.180.225,0.24546009401255484,0
10.74.5.61,0.290910485617251,0
10.78.91.91,0.11162264179728693,0
10.82.57.93,0.21352982849507182,0
10.80.53.27,0.4867878247783668,0
10.128.10.30,0.1092188431148933,0
10.222.41.64,0.0440224047649809,0
10.156.202.70,0.23765853042522983,0
10.180.230.199,0.023886708648730465,0
10.45.106.230,0.0,0
10.133.134.164,0.1811065645850367,0
10.0.155.83,0.5397243769127847,0
10.161.106.230,0.2422791808246214,0
10.57.188.96,0.2857154188896427,0
10.57.233.66,0.0,0
10.129.152.251,0.33762509848818945,0
10.77.239.169,0.26867317226195836,0
10.140.147.74,0.1170170343921291,0
10.169.251.101,0.2860100942804748,0
10.174.96.145,0.284024323431592,0
10.161.200.13,0.03810241432841288,0
10.107.242.39,0.3163707453559819,0
10.210.39.118,0.48942708450543093,0
10.8.6.105,0.2044117049052967,0
10.64.109.11,0.07648115951257842,1
10.6.201.67,0.21448398603965432,0
10.113.42.163,0.42092263901288574,0
10.105.35.206,0.004736232140545554,0
10.60.254.51,0.3657116517568362,0
10.233.197.159,0.11439710829590383,0
10.219.45.11,0.2984126162759475,0
10.227.98.164,0.13713374499088732,0
10.205.120.9,0.1365966089836878,0
10.179.65.229,0.5546189832470095,0
10.224.169.58,0.0,0
10.173.121.185,0.34707323550910885,0
10.223.156.213,0.5962648821842573,0
10.130.24.74,0.3871043852945646,0
10.228.92.180,0.0,0
10.33.231.103,0.0,0
10.233.145.61,0.0996749246707197,0
10.178.139.98,0.28158158230397495,0
10.93.76.191,0.29518853881781043,0
10.218.91.63,0.0,0
10.248.203.226,0.07544850831060668,0
10.8.29.98,0.08770350260399595,1
10.251.246.175,0.21385063837702142,0
10.94.154.69,0.6469390914582149,0
10.75.213.183,0.06336258687531049,0
10.196.126.51,0.05460843337284238,0
10.183.147.195,0.02337194097123113,0
10.148.89.55,0.3771089142484464,0
10.180.173.16,0.2417316807289796,0
10.124.221.193,0.07075469036600829,0
10.69.203.49,0.17744088324433357,0
10.7.26.84,0.09169793980845975,0
10.73.233.156,0.30917825623784906,0
10.37.236.154,0.7868753213592672,0
10.47.242.114,0.3601728811384473,0
10.248.94.168,0.23140229697852727,0
10.53.131.129,0.11700490250240947,0
10.87.158.135,0.0,0
10.235.216.153,0.3967379462806071,0
10.219.98.194,0.385870835673264,0
10.18.142.200,0.15677980066183878,0
10.9.105.2,0.4926667965885237,0
10.108.89.177,0.25422138777701697,0
10.235.121.167,0.40495214707902705,1
10.85.94.211,0.3092394004066023,0
10.152.235.185,0.21457282402447234,0
10.178.68.193,0.0590230777385026,0
10.41.255.140,0.22089268152746575,0
10.175.92.161,0.4184101337789694,0
10.200.109.200,0.1483729776201146,0
10.16.48.206,0.3379482791206357,0
10.142.197.30,0.0334528235951993,0
10.20.86.26,0.4060116672260716,0
10.117.114.240,0.31258826729799233,0
10.46.252.226,0.009577848232699804,0
10.66.93.160,0.20519709529567756,0
10.204.198.216,0.4362881818636739,0
10.19.193.114,0.0,0
10.93.165.241,0.03580995227501313,0
10.215.22.19,0.23610060904270136,0
10.137.255.63,0.6766661460864389,0
10.53.130.78,0.11548438319210039,0
10.215.20.92,0.3490547999170991,0
10.161.163.130,0.30202708152027025,0
10.165.76.82,0.13209601994689124,0
10.223.99.230,0.282226670356975,0
10.91.25.57,0.16043306758100895,0
10.41.232.77,0.17843904197669766,0
10.177.104.111,0.0,0
10.224.11.97,0.24511275302673566,0
10.82.211.49,0.42981870132451017,0
10.46.167.26,0.2614851549559371,0
10.255.44.187,0.468101552164486,0
10.74.147.30,0.36606548918900345,0
10.34.138.64,0.238091738733956,0
10.236.23.101,0.12441488939863626,0
10.41.54.145,0.15274725692771918,0
10.80.104.129,0.0,0
10.121.19.50,0.1965842219803348,0
10.254.61.162,0.27919975171283073,0
10.107.31.150,0.5930842195598467,1
10.252.81.50,0.3556640646557753,0
10.28.172.1,0.07702920397240459,0
10.103.11.150,0.0,0
10.46.239.200,0.20868958255908548,0
10.59.144.246,0.4123528893655498,0
10.184.33.67,0.2058767326611224,0
10.97.17.98,0.3583968350011191,0
10.89.116.144,0.21377491014956232,0
10.141.172.206,0.39340008694311984,0
10.237.170.148,0.0,0
10.190.59.120,0.5708364240292201,0
10.213.94.147,0.027503310355257854,0
10.105.214.96,0.40874646594595543,0
10.65.188.184,0.19556320106620897,0
10.71.13.79,0.22683441992661987,0
10.207.160.192,0.20177961880597034,0
10.221.28.56,0.30112091701029864,0
10.249.90.199,0.341504908656179,0
10.138.147.56,0.46167230236461365,0
10.243.143.113,0.5315897765194757,0
10.134.238.211,0.3163643093553405,0
10.25.68.44,0.5927348478336609,0
10.108.116.126,0.26859450856449557,0
10.223.229.78,0.4654880724505848,0
10.251.246.254,0.3357439345812295,0
10.77.16.248,0.14015907371492684,0
10.240.55.220,0.28624683087596875,0
10.68.111.128,0.350634375501825,0
10.0.111.166,0.24356037371947853,0
10.166.215.179,0.33257130359951126,0
10.47.118.185,0.42307259186537893,0
10.45.14.171,0.24532537160082146,0
10.11.232.28,0.0,0
10.44.48.224,0.5856540302986741,0
10.132.214.88,0.19048171395593427,0
10.34.237.105,0.08534395583354043,0
10.29.202.218,0.02517794086943645,0
10.139.227.105,0.182710819533271,0
10.49.208.79,0.1374504337366036,0
10.116.73.238,0.10259810722306176,0
10.147.131.191,0.11357474603108536,0
10.54.133.69,0.35594856481196446,0
10.211.181.190,0.6560726882006203,0
10.49.153.205,0.4141143196029803,1
10.141.62.167,0.47451963695091404,0
10.187.243.192,0.1745179937106522,0
10.169.8.138,0.2709330731101156,0
10.19.12.108,0.3352964808460574,1
10.64.108.107,0.11808842127144598,0
10.93.48.64,0.16485398589017658,0
10.73.13.38,0.42091039166661537,0
10.161.193.112,0.4680585510200218,0
10.225.3.244,0.26348205390305157,0
10.136.178.114,0.010968563844254736,0
10.21.188.97,0.1908816033564684,0
10.247.106.42,0.0,0
10.43.115.74,0.2650404819669454,0
10.149.7.131,0.3010806222542838,0
10.102.178.177,0.19585791579244471,0
10.213.17.176,0.2983422444766409,0
10.109.15.105,0.33338024781676784,0
10.205.105.220,0.3013724085814248,0
10.125.118.8,0.009693941540614037,0
10.207.241.237,0.1993471348974611,0
10.135.110.53,0.3319685956532536,0
10.194.6.22,0.5657423542611999,0
10.250.201.241,0.19561484995226053,0
10.21.228.215,0.36016804008962194,0
10.160.160.72,0.4256303823847647,0
10.85.95.228,0.2106744603254881,0
10.52.77.246,0.47968154949746805,0
10.203.204.40,0.4904347662861793,0
10.246.145.26,0.5260769468122382,0
10.136.138.218,0.3416864337971064,0
10.209.215.56,0.7220274499315071,0
10.2.250.60,0.12694337744713174,0
10.243.174.108,0.6748155172357879,0
10.56.181.25,0.40365989773168653,0
10.123.182.62,0.5180774666053437,0
10.86.178.10,0.18599244909165777,0
10.109.194.84,0.41889494059275256,0
10.128.45.185,0.5353948327328726,0
10.242.182.61,0.03252827125522553,0
10.227.101.193,0.21733474363691613,0
10.46.58.248,0.0,0
10.22.106.206,0.21433340463016867,0
10.208.201.207,0.08679836130798274,0
10.138.208.222,0.206446462406653,0
10.191.126.179,0.8347286715209319,0
10.239.195.9,0.5935607013594397,0
10.44.191.149,0.0,0
10.95.215.136,0.361147660319881,0
10.231.158.60,0.4097862174118477,1
10.163.245.20,0.18242058265908206,0
10.82.81.200,0.2856615206317099,0
10.18.111.16,0.3051964414829996,0
10.10.20.234,0.0,0
10.49.164.205,0.043734129182770365,0
10.210.63.177,0.2844593436881981,0
10.174.186.61,0.2698805055963534,0
10.85.238.39,0.1082874569165462,0
10.205.226.57,0.09112477202923108,0
10.204.12.198,0.2320441500657588,0
10.182.125.12,0.42723019059665457,0
10.250.254.163,0.23470284581062598,0
10.70.151.226,0.5745461661271298,0
10.70.113.125,0.11083589046748779,0
10.203.224.74,0.2886219602909652,0
10.232.149.30,0.1791409141791988,0
10.116.127.209,0.36759218928262205,0
10.27.247.16,0.09368242355496073,1
10.239.242.10,0.6354795507987512,0
10.62.210.247,0.0,0
10.112.193.218,0.5930960479360492,0
10.155.38.250,0.2679976938217666,0
10.26.168.68,0.3604849163493826,0
10.103.80.251,0.5169049806183916,0
10.12.217.227,0.4215322990332139,0
10.209.229.68,0.10399462244138771,1
10.97.155.158,0.37001791105252035,0
10.18.235.205,0.6234947945269234,0
10.245.109.109,0.07254165756783548,0
10.207.55.157,0.6736857022387955,0
10.69.63.0,0.3271404971937128,0
10.199.48.27,0.16335444561594853,0
10.222.140.71,0.07134212307834914,0
10.168.125.9,0.20534258511834505,0
10.211.237.5,0.0,0
10.11.174.150,0.1669511061882425,0
10.7.123.12,0.19741455122887766,0
10.9.198.99,0.03511727017751606,0
10.79.149.44,0.399569038980872,0
10.182.196.22,0.20624674244212254,0
10.233.111.33,0.12284109107711444,0
10.168.201.156,0.18493321298629128,0
10.81.184.233,0.32102149466316937,0
10.24.95.161,0.2646442420933988,0
10.182.169.148,0.10980498238248446,0
10.132.157.90,0.2751306948080888,0
10.144.128.97,0.23986480848674852,0
10.149.94.51,0.02210715537023747,0
10.228.107.125,0.1922990612985479,0
10.194.11.6,0.3658676540841776,0
10.76.71.253,0.36442765197930166,0
10.224.63.11,0.20400713351932123,0
10.35.224.60,0.38535455895719534,0
10.125.52.164,0.05400890060307567,0
10.132.77.66,0.060202432361334796,0
10.104.63.72,0.19974900734126388,0
10.40.93.101,0.5495132272174271,0
10.169.21.241,0.2826503253076411,0
10.14.6.111,0.19492683806684558,0
10.22.83.118,0.5588276002413294,0
10.4.151.176,0.19261231295929232,0
10.230.115.222,0.6969466474571988,0
10.200.67.99,0.14774337527585085,0
10.199.62.229,0.04765425414973978,0
10.245.106.231,0.21672760502962488,0
10.170.83.52,0.20018314783259658,0
10.110.176.191,0.08845600473014337,0
10.148.51.99,0.7703948156316874,0
10.11.189.192,0.31372531356105,0
10.133.153.164,0.3428499147343167,0
10.107.127.215,0.15762414657261575,0
10.85.164.79,0.13446612305097402,0
10.125.246.209,0.4551116711435401,0
10.167.7.182,0.0,0
10.140.74.152,0.021427105441926275,0
10.132.192.151,0.20053829887848906,0
10.20.65.168,0.5202094611268624,0
10.39.223.226,0.17509660540610522,0
10.166.81.154,0.3332303114548393,0
10.80.252.208,0.2555457358776183,0
10.142.130.197,0.5092516825873616,0
10.227.229.154,0.0,0
10.87.134.129,0.3971926407445554,0
10.121.215.208,0.21022021405148056,0
10.138.146.69,0.4349768387838816,0
10.2.87.149,0.08614357877993692,0
10.23.41.89,0.25487861397256767,0
10.8.24.13,0.2294986578174632,0
10.155.160.37,0.04951290573591746,0
10.234.44.79,0.0,0
10.153.20.64,0.1339177276273715,0
10.208.97.241,0.2759862257989999,0
10.41.225.153,0.09861755513910142,0
10.219.65.109,0.18398528739443643,0
10.241.89.229,0.0,0
10.185.228.198,0.17587001590325396,1
10.39.18.33,0.45471732932500136,0
10.217.202.6,0.3910360651940166,0
10.82.112.9,0.23261561259457128,0
10.203.106.177,0.29873054500283264,0
10.215.134.160,0.08434792088116852,0
10.230.45.200,0.5748877366582801,0
10.35.136.14,0.663552501302781,0
10.208.83.113,0.2829647261411948,0
10.146.14.238,0.7681371672122985,0
10.252.70.89,0.11396352569293156,0
10.216.143.237,0.0,0
10.150.61.131,0.10807524918117639,0
10.145.63.131,0.20610194698500184,0
10.107.83.134,0.7124133102405927,0
10.233.160.214,0.19376817451880812,0
10.120.16.87,0.07806883743919574,0
10.124.118.28,0.07030822808451265,0
10.15.37.208,0.47800442240865604,0
10.196.147.95,0.44946034966180726,0
10.17.180.57,0.15290436272927793,0
10.231.154.101,0.0,0
10.248.97.162,0.02428129105814303,0
10.197.150.97,0.5942487674999086,0
10.88.171.75,0.3877615769098941,0
10.209.228.240,0.26309227511166106,0
10.193.51.208,0.6237666346302116,0
10.101.92.222,0.6416652545623033,0
10.106.92.34,0.2428120796077403,0
10.73.42.245,0.24648564789366664,0
10.50.188.45,0.13359066357758465,0
10.230.51.40,0.19307934250297298,0
10.130.40.92,0.0,0
10.157.216.198,0.0,0
10.6.17.9,0.0,1
10.56.247.204,0.46686740138388894,0
10.35.98.91,0.0,0
10.255.50.196,0.639992459741231,0
10.29.254.163,0.10392442176011896,0
10.218.17.11,0.5974699813565072,0
10.82.117.220,0.1769891314269051,0
10.24.175.204,0.0,0
10.69.177.141,0.5067557796130939,0
10.204.102.15,0.5303731255266451,0
10.210.28.207,0.06878979994659784,0
10.64.104.27,0.1836695466805099,0
10.36.155.33,0.06884081268780418,0
10.186.224.180,0.22589466110845619,0
10.105.71.126,0.27156582948817093,0
10.191.208.205,0.17972338817691427,0
10.28.1.217,0.0,0
10.39.79.58,0.13382413698199555,0
10.180.240.224,0.39070375271080837,0
10.213.155.59,0.20822009148081677,0
10.223.58.38,0.18451187448765882,0
10.55.156.77,0.06384469099384704,0
10.204.1.192,0.12798972616047666,0
10.140.3.153,0.5317896213163921,0
10.196.11.27,0.022044548639578415,0
10.24.185.35,0.39416461933704594,0
10.23.244.43,0.2594110441807049,0
10.131.103.103,0.2989621326242804,0
10.48.150.205,0.10352874379707644,0
10.77.66.102,0.17964452679041656,0
10.145.188.198,0.2488559639656085,0
10.202.180.208,0.14586660707816074,0
10.165.17.178,0.31628642080730984,0
10.186.218.41,0.3414878032246142,0
10.16.199.240,0.6845413247239842,0
10.146.24.81,0.30563800587247425,0
10.23.8.41,0.0,0
10.36.138.173,0.482603816167736,0
10.34.116.227,0.20922587167276152,0
10.36.37.70,0.6523850725873708,1
10.250.29.166,0.5441848905010616,0
10.93.36.144,0.1489465232576867,0
10.219.199.203,0.3943805567742351,0
10.90.174.179,0.13120897045042246,0
10.170.239.33,0.25053816528293876,0
10.56.209.134,0.3851969628707908,0
10.129.163.196,0.472600041209302,0
10.91.42.166,0.42904116577724805,0
10.54.44.189,0.2649979263825656,0
10.232.206.16,0.7466847800162433,0
10.110.64.145,0.17699591869458214,0
10.112.163.144,0.0,0
10.2.66.124,0.0,0
10.101.76.124,0.5448015460244686,0
10.98.37.182,0.2346694160306391,0
10.138.148.180,0.2818114996108184,0
10.49.32.42,0.14149522401513265,0
10.182.216.163,0.15945950414016202,0
10.220.243.171,0.09258082781014101,0
10.68.249.128,0.34423016266601775,0
10.202.108.26,0.23052401649257986,0
10.3.196.171,0.33700107556068026,0
10.74.229.209,0.31788767706349663,0
10.37.125.255,0.16482425327342073,1
10.199.174.230,0.0,0
10.114.44.168,0.0,0
10.106.216.10,0.8553303183390133,0
10.153.139.204,0.5456346888846619,0
10.76.159.122,0.5180365133782429,0
10.57.139.95,0.11507863860262094,0
10.155.91.166,0.25190194675262406,0
10.55.30.217,0.08692744152336584,0
10.163.127.246,0.0,0
10.228.229.185,0.13224529592485984,0
10.96.207.40,0.5152369926859157,1
10.128.145.187,0.41814907338479396,0
10.73.83.166,0.05599039967559569,0
10.213.29.106,0.18703678996850492,0
10.142.243.40,0.3998246343873162,0
10.221.225.175,0.13580572096253252,0
10.14.137.170,0.26591724896654606,0
10.34.85.235,0.3303694894129624,0
10.109.197.35,0.3281861103688262,0
10.122.143.88,0.3008290855380572,0
10.32.103.199,0.11926056524349796,0
10.41.17.196,0.1398050824962369,0
10.185.197.182,0.02327002969587494,0
10.254.110.5,0.0,0
10.108.204.5,0.2270502516619542,0
10.86.133.234,0.4132519229174383,0
10.52.44.108,0.0,0
10.223.96.107,0.30459464882485143,0
10.114.197.120,0.406926242676679,0
10.125.137.61,0.0,0
10.217.239.65,0.19588377997275624,0
10.169.175.50,0.5792420400916747,0
10.105.65.108,0.3603882035514746,0
10.19.58.185,0.0,0
10.59.47.139,0.38166789248232214,0
10.42.187.137,0.10045264115433422,0
10.147.87.17,0.38826138601855187,0
10.86.87.34,0.1119836466798452,0
10.142.231.71,0.23939351111760698,0
10.39.156.14,0.14249144628741012,0
10.39.13.248,0.2506315445477011,0
10.0.181.5,0.13654396521779766,0
10.229.221.196,0.20529235168910442,0
10.2.179.109,0.01487899833786449,0
10.6.94.49,0.3481319190827983,0
10.182.223.208,0.285057041728785,0
10.75.181.154,0.0,0
10.188.238.3,0.4485833320403855,0
10.188.175.104,0.2147424080691007,0
10.24.115.81,0.282352479247182,0
10.197.52.227,0.4029123344058372,0
10.217.36.96,0.3156484484719968,0
10.173.253.148,0.4830406316921799,0
10.159.81.249,0.1913408955589178,0
10.223.93.168,0.4568858772454079,0
10.140.198.32,0.2745849235614642,0
10.210.18.45,0.35152668490133826,0
10.167.28.28,0.3307258345595808,0
10.185.162.246,0.4981460650619052,0
10.17.39.80,0.39428247471185873,1
10.10.118.188,0.16141090393803076,0
10.168.56.84,0.12174659120003042,0
10.64.235.197,0.24004917048103347,0
10.211.156.86,0.09797971178415055,0
10.88.97.89,0.03956155973473055,0
10.26.207.31,0.0,0
10.66.189.22,0.0,0
10.71.228.217,0.6470812722223049,0
10.166.66.190,0.11869995007404457,0
10.209.94.116,0.630692059964229,0
10.53.168.168,0.33063092023111595,0
10.34.219.143,0.240048395672779,0
10.208.217.153,0.0,0
10.238.213.147,0.25093377911520975,0
10.47.126.193,0.6284367533936459,0
10.127.49.118,0.5615273488033478,0
10.100.137.183,0.3048477305395158,0
10.137.169.114,0.020266326818996816,0
10.56.121.3,0.058566930950169516,0
10.22.133.187,0.07948163132150793,0
10.174.145.147,0.50563098547254,0
10.12.101.47,0.5763440872217518,0
10.246.76.201,0.28917856699351707,0
10.21.226.110,0.1893839128953693,0
10.104.71.36,0.5597420993321968,0
10.232.76.254,0.05428529182700903,0
10.213.76.84,0.2603646655200732,0
10.237.32.189,0.3425931999092261,1
10.198.32.137,0.07743987856472012,0
10.168.246.1,0.12281715572173851,0
10.231.113.87,0.10725248416247937,1
10.183.189.183,0.5333453711976172,0
10.159.70.168,0.6328734554114176,0
10.138.146.220,0.2729585060473122,0
10.93.111.6,0.19635628259144253,0
10.251.159.10,0.13003178500134077,0
10.218.234.238,0.2503492626900658,0
10.162.114.138,0.13995564971264207,0
10.25.248.211,0.23059395152895584,0
10.213.70.101,0.3326465646007847,0
10.204.85.60,0.16893741144192637,0
10.149.102.89,0.2120823874771805,0
10.183.254.160,0.21290910298553906,0
10.63.157.169,0.18648731305477223,0
10.188.163.135,0.16171042459675777,0
10.229.32.76,0.4024393205873612,0
10.97.239.221,0.0,0
10.226.58.75,0.5648559718002527,0
10.165.177.188,0.2771058926405994,0
10.75.229.126,0.37200351519730296,0
10.172.181.156,0.39501555662977517,0
10.135.7.179,0.10838816799388576,0
10.208.222.120,0.06712828876415167,0
10.149.251.51,0.04354614306923457,0
10.162.89.251,0.2005863940342823,0
10.179.141.8,0.3898409383102058,0
10.151.48.92,0.13324759495583516,0
10.55.44.41,0.37158632803566094,0
10.159.148.74,0.0,0
10.223.25.111,0.17288655960495009,0
10.128.184.230,0.4834274735223125,0
10.92.192.40,0.2158057421934129,0
10.33.244.226,0.08417127276676664,0
10.92.159.5,0.11863135557248058,0
10.15.99.197,0.0,0
10.38.90.1,0.047639605917615846,0
10.161.105.216,0.46144827450251646,1
10.103.252.111,0.13347944662075367,1
10.61.132.127,0.1570911275997549,0
10.237.142.243,0.0,0
10.73.89.158,0.0,0
10.204.113.129,0.48800983571995055,0
10.33.243.155,0.3734588161323122,0
10.138.164.116,0.0,0
10.33.170.230,0.12388552168535596,0
10.4.161.162,0.24416553140024336,0
10.63.76.107,0.010774453568648784,0
10.79.203.154,0.0,0
10.75.192.172,0.21815792251211286,0
10.225.85.115,0.36452171243464815,0
10.76.238.44,0.3683714639459908,0
10.64.120.154,0.4250474771084293,0
10.17.35.17,0.0,0
10.160.167.49,0.2615803819653878,0
10.11.236.210,0.19630972715417566,0
10.91.99.70,0.23255586290056152,1
10.142.152.165,0.20764367327317254,0
10.109.196.15,0.11791036387849685,0
10.198.158.99,0.0,0
10.145.129.93,0.48236580411413477,0
10.8.54.203,0.3159980330950178,0
10.65.212.146,0.0,0
10.116.115.15,0.344626330598551,0
10.105.132.200,0.160539038599706,0
10.134.14.30,0.166205536716454,0
10.166.245.156,0.09631707970219344,0
10.57.238.201,0.35738609453045295,0
10.252.184.242,0.09003528569676023,0
10.35.221.118,0.03063306278187994,0
10.154.75.90,0.47634896212119915,0
10.122.68.154,0.214223718046655,0
10.122.130.129,0.2205027220015584,0
10.228.48.61,0.38849282405533303,0
10.168.136.157,0.11648265983076472,0
10.238.167.162,0.1563693654706229,0
10.8.42.189,0.3111430539445671,0
10.173.59.217,0.0,0
10.80.188.112,0.2942198093536429,0
10.55.74.249,0.09885770816372652,0
10.124.104.81,0.42109451849102975,0
10.20.27.155,0.35933266536998176,0
